seller-sku	asin1	item-name	item-description	listing-id	price	quantity	open-date	product-id-type	item-note	item-condition	will-ship-internationally	expedited-shipping	product-id	pending-quantity	fulfillment-channel	Business Price	Quantity Price Type	Quantity Lower Bound 1	Quantity Price 1	Quantity Lower Bound 2	Quantity Price 2	Quantity Lower Bound 3	Quantity Price 3	Quantity Lower Bound 4	Quantity Price 4	Quantity Lower Bound 5	Quantity Price 5	optional-payment-type-exclusion	scheduled-delivery-sku-set	merchant-shipping-group	standard-price-point	ProductTaxCode	status	minimum-seller-allowed-price	maximum-seller-allowed-price	Progressive Price Type	Progressive Lower Bound 1	Progressive Price 1	Progressive Lower Bound 2	Progressive Price 2	Progressive Lower Bound 3	Progressive Price 3	maximum-retail-price
BG-4IN-COPPER-GAA-HELIX-SET-3	B0FPD31CZ1	BRONGS Copper Gaa Helix | 4 Inch | Energy Booster Vastu Remedy |Weight - 160 Gram (Single Helix) Approx |Vastu Helix Remedy for Zone Correction | Zonal Placement - SE | Pack of 3	Copper Helix (Vastu Energy Helix) This helix is specially designed to activate & balance the fire (Agneya) element of the south-east corner. Place three or in multiple Helix at the south-east corner. This is one of the superb remedies for fire defects like wrong locations of the kitchen, main switches, inverter, etc. Similarly, in business places, the location of fire gadgets like transformers, electric panels, Boilers, pantry etc can be corrected by installing multiple copper energy helix in a south-east direction. If your main door is at the south-east corner, simply fix 3 Helix behind the door to balance the energy.	0901F5UOAM8	1679	5	2025-09-01 15:55:56 IST	1		11			B0FPD31CZ1	0	DEFAULT	1497.0														Template		A_GEN_SUPERREDUCED	Active	1511.0	2014.0								2199.0
BG-4IN-COPPER-HII-HELIX-SET-1	B0FPD1DMTW	BRONGS Copper Hii Helix | 4 Inch | Energy Booster Vastu Remedy |Weight - 144 Gram Approx |Vastu Helix Remedy for Zone Correction | Zonal Placement - SE | Pack of 1	Copper Helix (Vastu Energy Helix) This helix is specially designed to activate & balance the fire (Agneya) element of the south-east corner. Place three or in multiple Helix at the south-east corner. This is one of the superb remedies for fire defects like wrong locations of the kitchen, main switches, inverter, etc. Similarly, in business places, the location of fire gadgets like transformers, electric panels, Boilers, pantry etc can be corrected by installing multiple copper energy helix in a south-east direction. If your main door is at the south-east corner, simply fix 3 Helix behind the door to balance the energy.	0901F5N661A	599		2025-09-01 15:56:05 IST	1		11			B0FPD1DMTW		AMAZON_IN	597.0														Template		A_GEN_SUPERREDUCED	Active	496.0	719.0								999.0
BG-4IN-COPPER-HII-HELIX-SET-3	B0FPD3YL35	BRONGS Copper Hii Helix |Size- 4 Inch |Energy Booster Vastu Remedy |Weight - 144 Gram (Single Helix) Approx |Vastu Helix Remedy for Zone Correction | Zonal Placement - SE | Pack of 3	Copper Helix (Vastu Energy Helix) This helix is specially designed to activate & balance the fire (Agneya) element of the south-east corner. Place three or in multiple Helix at the south-east corner. This is one of the superb remedies for fire defects like wrong locations of the kitchen, main switches, inverter, etc. Similarly, in business places, the location of fire gadgets like transformers, electric panels, Boilers, pantry etc can be corrected by installing multiple copper energy helix in a south-east direction. If your main door is at the south-east corner, simply fix 3 Helix behind the door to balance the energy.	0901F5KYOKN	1679	5	2025-09-01 15:55:55 IST	1		11			B0FPD3YL35	0	DEFAULT	1497.0														Template		A_GEN_SUPERREDUCED	Active	1511.0	2014.0								2199.0
BG-4IN-COPPER-PLAIN-HELIX-SET-1	B0FPD13RGK	BRONGS Copper Plain Helix |Size- 4 Inch | Energy Booster Vastu Remedy |Weight - 132 Gram Approx |Vastu Helix Remedy for Zone Correction | Zonal Placement - SE | Pack of 1	Copper Helix (Vastu Energy Helix) This helix is specially designed to activate & balance the fire (Agneya) element of the south-east corner. Place three or in multiple Helix at the south-east corner. This is one of the superb remedies for fire defects like wrong locations of the kitchen, main switches, inverter, etc. Similarly, in business places, the location of fire gadgets like transformers, electric panels, Boilers, pantry etc can be corrected by installing multiple copper energy helix in a south-east direction. If your main door is at the south-east corner, simply fix 3 Helix behind the door to balance the energy.	0901F5OT12H	599	50	2025-09-01 15:56:06 IST	1		11			B0FPD13RGK	0	DEFAULT	597.0														Template		A_GEN_SUPERREDUCED	Active	479.0	719.0								999.0
BG-4IN-COPPER-PLAIN-HELIX-SET-3	B0FPD12NYG	BRONGS Copper Plain Helix |Size- 4 Inch |Energy Booster Vastu Remedy |Weight - 132 Gram (Single Helix) Approx |Vastu Helix Remedy for Zone Correction |Zonal Placement - SE | Pack of 3	Copper Helix (Vastu Energy Helix) This helix is specially designed to activate & balance the fire (Agneya) element of the south-east corner. Place three or in multiple Helix at the south-east corner. This is one of the superb remedies for fire defects like wrong locations of the kitchen, main switches, inverter, etc. Similarly, in business places, the location of fire gadgets like transformers, electric panels, Boilers, pantry etc can be corrected by installing multiple copper energy helix in a south-east direction. If your main door is at the south-east corner, simply fix 3 Helix behind the door to balance the energy.	0901F5P1GDJ	1679	5	2025-09-01 15:55:57 IST	1		11			B0FPD12NYG	0	DEFAULT	1497.0														Template		A_GEN_SUPERREDUCED	Active	1511.0	2014.0								2199.0
BG-4IN-LEAD-GAA-HELIX-SET-1	B0FPD38SM8	BRONGS Lead Gaa Helix | 4 Inch | Energy Booster Vastu Remedy | Vastu Helix Remedy for Zone Correction | Zonal Placement - SW | Pack of 1	This helix is specially designed to activate & balance the earth element of the south-west corner. Place this helix at the south-west corner. This is one of the superb remedies for south-west corner defects like south-west entrance, water body or kitchen at south-west, lower level, etc. Similarly, in business places the location of the entrance, fireplaced at south-west, etc can be corrected by installing multiple lead energy helix in a south-west direction. If your main door is at the south-west corner, simply fix this lead helix above or behind the main door to balance the energy. Location of master bedroom other than south-west can be corrected by placing three lead helix at the south-west corner of the house. Any other defect related to south-west can be corrected with the installation of Helix or in multiple at the affected location. It can be concealed in the floor or ceiling. In case of a ready structure, it can be hanged or nailed or placed on the floor. Residential Vastu defect for South West	0901F5L0SK1	479	20	2025-09-01 15:56:07 IST	1		11			B0FPD38SM8	0	DEFAULT	477.0														Template		A_GEN_SUPERREDUCED	Active	359.0	539.0								999.0
BG-4IN-LEAD-GAA-HELIX-SET-3	B0FPD2DL92	BRONGS Lead Gaa Helix | 4 Inch | Energy Booster Vastu Remedy | Vastu Helix Remedy for Zone Correction | Zonal Placement - SW | Pack of 3	This helix is specially designed to activate & balance the earth element of the south-west corner. Place this helix at the south-west corner. This is one of the superb remedies for south-west corner defects like south-west entrance, water body or kitchen at south-west, lower level, etc. Similarly, in business places the location of the entrance, fireplaced at south-west, etc can be corrected by installing multiple lead energy helix in a south-west direction. If your main door is at the south-west corner, simply fix this lead helix above or behind the main door to balance the energy. Location of master bedroom other than south-west can be corrected by placing three lead helix at the south-west corner of the house. Any other defect related to south-west can be corrected with the installation of Helix or in multiple at the affected location. It can be concealed in the floor or ceiling. In case of a ready structure, it can be hanged or nailed or placed on the floor. Residential Vastu defect for South West	0901F5RBS6O	999	10	2025-09-01 15:56:02 IST	1		11			B0FPD2DL92	0	DEFAULT	997.0														Template		A_GEN_SUPERREDUCED	Active	719.0	1079.0								1499.0
BG-4IN-LEAD-PLAIN-HELIX-SET-1	B0FPD2LXZR	BRONGS Lead Plain Helix | 4 Inch | Energy Booster Vastu Remedy | Vastu Helix Remedy for Zone Correction | Zonal Placement - SW | Pack of 1	This helix is specially designed to activate & balance the earth element of the south-west corner. Place this helix at the south-west corner. This is one of the superb remedies for south-west corner defects like south-west entrance, water body or kitchen at south-west, lower level, etc. Similarly, in business places the location of the entrance, fireplaced at south-west, etc can be corrected by installing multiple lead energy helix in a south-west direction. If your main door is at the south-west corner, simply fix this lead helix above or behind the main door to balance the energy. Location of master bedroom other than south-west can be corrected by placing three lead helix at the south-west corner of the house. Any other defect related to south-west can be corrected with the installation of Helix or in multiple at the affected location. It can be concealed in the floor or ceiling. In case of a ready structure, it can be hanged or nailed or placed on the floor. Residential Vastu defect for South West	0901F5L0ZDV	479	49	2025-09-01 15:56:07 IST	1		11			B0FPD2LXZR	0	DEFAULT	477.0														Template		A_GEN_SUPERREDUCED	Active	359.0	539.0								999.0
BG-4IN-LEAD-PLAIN-HELIX-SET-3	B0FPD1CS6V	BRONGS Lead Plain Helix | 4 Inch | Energy Booster Vastu Remedy | Vastu Helix Remedy for Zone Correction | Zonal Placement - SW | Pack of 3	This helix is specially designed to activate & balance the earth element of the south-west corner. Place this helix at the south-west corner. This is one of the superb remedies for south-west corner defects like south-west entrance, water body or kitchen at south-west, lower level, etc. Similarly, in business places the location of the entrance, fireplaced at south-west, etc can be corrected by installing multiple lead energy helix in a south-west direction. If your main door is at the south-west corner, simply fix this lead helix above or behind the main door to balance the energy. Location of master bedroom other than south-west can be corrected by placing three lead helix at the south-west corner of the house. Any other defect related to south-west can be corrected with the installation of Helix or in multiple at the affected location. It can be concealed in the floor or ceiling. In case of a ready structure, it can be hanged or nailed or placed on the floor. Residential Vastu defect for South West	0901F5SXB7P	999	50	2025-09-01 15:56:01 IST	1		11			B0FPD1CS6V	0	DEFAULT	997.0														Template		A_GEN_SUPERREDUCED	Active	738.0	1079.0								1499.0
BG-4IN-TRIDHATU-HOLLOW-PYRAMID	B0FH2FHKGL	BRONGS Tridhatu Hollow Pyramid |Size- 4Inch Approx |Weight- 44gm Approx | Energy Balancing Pyramid for Vastu Remedies, Meditation & Spiritual Healing | Vastu Correction Tool |Pack of 1	The 4-inch Tridhatu Hollow Pyramid by BRONGS is a powerful spiritual remedy tool used to correct energy imbalances, enhance Vastu compliance, and harmonize space vibrations. The open pyramid structure aligns spiritual energies, ideal for placing in energy corners of homes and workplaces.	0708FHW8ET6	799	10	2025-07-08 15:27:08 IST	1		11			B0FH2FHKGL	0	DEFAULT	797.0														Template		A_GEN_STANDARD	Active	696.0	899.0								899.0
BG-4IN-ZINC-HELIX-SET-1	B0FPD4HDWW	BRONGS Zinc Helix | 4 Inch | Energy Booster Vastu Remedy | Vastu Helix Remedy for Zone Correction |Zonal Placement - NE | Pack of 1	North-East direction is a zone of tranquility specially marked for the meditation, prayer or study area. In the language of the common man, it is a good corner. This is the most auspicious direction according to Vastu Shastra & hence maintaining the purity of this direction is most important. The energy of spirituality or spiritual growth is connected to the north-east area.	0901F5R6AZ2	499	9	2025-09-01 15:56:08 IST	1		11			B0FPD4HDWW	0	DEFAULT	497.0														Template		A_GEN_SUPERREDUCED	Active	359.0	539.0								999.0
BG-4IN-ZINC-HELIX-SET-3	B0FPD2NHMC	BRONGS Zinc Helix | 4 Inch | Energy Booster Vastu Remedy | Vastu Helix Remedy for Zone Correction | Zonal Placement - NE | Pack of 3	North-East direction is a zone of tranquility specially marked for the meditation, prayer or study area. In the language of the common man, it is a good corner. This is the most auspicious direction according to Vastu Shastra & hence maintaining the purity of this direction is most important. The energy of spirituality or spiritual growth is connected to the north-east area.	0901F5L4JHK	999	10	2025-09-01 15:56:00 IST	1		11			B0FPD2NHMC	0	DEFAULT	997.0														Template		A_GEN_REDUCED	Active	799.0	1199.0								1499.0
BG-4INCH-HELIX-SET-1	B0FPD2TS5H	BRONGS Vastu Helix |Size - 4 Inch |Energy Booster Vastu Remedy| Vastu Helix Remedy for Zone Correction |	Metal Helix for Vastu	0901F5UPWQG		10	2025-09-01 16:03:45 IST	1		11			B0FPD2TS5H	0	DEFAULT															Template		A_GEN_REDUCED	Active										
BG-50-60-GM-GOLDEN-PYRITE	B0FHQD1TYN	BRONGS Natural Golden Pyrite Stone (50–60 gm) | Golden Pyrite Crystal for Vastu, Wealth Attraction & Energy Healing	Golden Pyrite crystal is known for its shimmering golden color and powerful metaphysical properties. Commonly referred to as "Fool’s Gold," pyrite is more than a beautiful stone—it is believed to be a strong symbol of abundance, protection, and manifestation. Ideal for placing on your office desk, in cash drawers, or at home for energy balancing and vastu harmony. Each piece is raw and unpolished, making it perfect for healing rituals, grid setups, or spiritual decor.	0716F7ZBA3C	315	10	2025-07-16 15:50:49 IST	1		11			B0FHQD1TYN	0	DEFAULT	313.0														Template		A_GEN_JEWELLERY	Active	283.0	378.0								396.0
BG-500GM-MIX-CHIPS	B0FH2F1V36	BRONGS Vastu Crystal Assorted Chips |500 gm | Chakra Balancing Crystal Set for Meditation, Reiki & Energy Healing | Elegant Spiritual Gift Set	Discover the power of healing stones in creative form with the BRONGS 500g Mixed Crystal Chips Set. This bulk pack features a diverse mix of polished, small-sized gemstone chips ideal for artwork, resin crafts, energy grids, candle making, orgonite, and reiki rituals	0708FHO4TQC	499	10	2025-07-08 15:07:26 IST	1		11			B0FH2F1V36	0	DEFAULT	497.0														Template		A_GEN_JEWELLERY	Active	435.0	599.0								599.0
BG-500GRAM-MUSCOVITE-CHIPS	B0FDFWLL4T	BRONGS Natural White Mica Chips (Muscovite) | Raw Crystal Chips for Healing, Energy Work, Meditation & Home Decor | 500g Pack | Spiritual Vastu Stones	Experience the gentle, shimmering power of Vastu Vardan Natural White Mica Chips (Muscovite) – a radiant crystal widely used for energy healing, chakra balancing, vastu correction, and elegant home decor. These handpicked raw chips are known for their reflective, sheet-like texture that symbolizes clarity, self-awareness, and spiritual expansion.	0617FIY96TR	399	13	2025-06-17 10:50:29 IST	1		11			B0FDFWLL4T	0	DEFAULT	397.0														Template		A_GEN_SUPERREDUCED	Active	363.0	499.0								499.0
BG-6-IN-SWASTIK-BRASS-DIRECTION-HELIX	B0FV8P66YR	BRONGS Brass Direction Swastik Helix | 6 Inches Approx | Door Entrance | Brass Swastik Helix | Vastu Correction Remedies | Positive Energy | Home & Office | Pack of 1 |	The brass helix is specially designed to activate & balance the wind element of the northwest corner. Place this helix at the northwest corner. This is one of the superb remedies for defects like missing or extended northwest corners, wrong entrance at the northwest, water body at the northwest, etc. Vaastu defects of the northwest can be corrected by installing 3 or multiple brass energy helix in a northwest direction. If your main door is at the northwest corner (north side) corner, simply fix this helix above the main door to balance the energy.	1008F5EXNC3	699		2025-10-08 15:53:35 IST	1		11			B0FV8P66YR		AMAZON_IN	699.0														Template		A_GEN_SUPERREDUCED	Active										999.0
BG-6-INEVIL-EYE-BOARD+RUDRKSH-PND	B0FH6QXZ1K	BRONGS Dowsing Board with Rudraksh Pendulum |Size- 6 Inch Approx | Dowsing Board | Metaphysical Message Board | Acrylic Divination Board | Spirit Board | Witch Board |	Features: The pendulum board consists of almost all you need for divination, suitable for beginners interested in witchcraft. This round pendulum board kit is designed to help you make decisions, seek inner answers, and entertain yourselves. The light brwn divination board allows you to have a pleasant game, explore destiny, and decorate your home and office. Specifications: Size: 6 inches in diameter Colour: as shown in the pictures Material: acrylic Package includes: 1 X pendulum board 1 X Rudraksh dowsing pendulum	0710FOIA54Y	349	10	2025-07-10 13:13:15 IST	1		11			B0FH6QXZ1K	0	DEFAULT	313.0														Template		A_GEN_STANDARD	Active	314.0	418.0								699.0
BG-6.5INCH-BRASS-KALPVRIKSH-TREE	B0GS2CPXWV	BRONGS Vastu Brass Kalpvriksha Tree | Weight-610gm Approx | Size-6.5Inch Approx | Vastu Remedy for Home & Office | Decorative Traditional Showpiece |Perfect for Gift & Vastu | Pack of 1	Sacred Kalpavriksha Symbolism with Vastu Guidance – Inspired by abundance and divine blessings, this design reflects the spiritual essence of kalpavriksha tree wall hanging and karpaga viruksham tree for wall, complemented by a Vastu placement guide to invite harmony, wealth, and positivity.	0310H9DYP1K	1099	9	2026-03-10 16:54:53 IST	1		11			B0GS2CPXWV	0	DEFAULT	1097.0														Template			Active	989.0	1208.0								3999.0
BG-60-70-GM-GOLDEN-PYRITE	B0FHQ9NDWX	BRONGS Natural Golden Pyrite Stone (60–70 gm) | Golden Pyrite Crystal for Vastu, Wealth Attraction & Energy Healing	Golden Pyrite crystal is known for its shimmering golden color and powerful metaphysical properties. Commonly referred to as "Fool’s Gold," pyrite is more than a beautiful stone—it is believed to be a strong symbol of abundance, protection, and manifestation. Ideal for placing on your office desk, in cash drawers, or at home for energy balancing and vastu harmony. Each piece is raw and unpolished, making it perfect for healing rituals, grid setups, or spiritual decor.	0716F7UHLCR	399	10	2025-07-16 15:50:50 IST	1		11			B0FHQ9NDWX	0	DEFAULT	397.0														Template		A_GEN_JEWELLERY	Active	320.0	478.0								478.0
BG-6IN-7-STAR-BOARD+BLACK-PND	B0FH6M6CK2	BRONGS Dowsing Board with Black Toumaline Pendulum | 6 Inch | Dowsing Board | Metaphysical Message Board | Acrylic Divination Board | Spirit Board | Witch Board |	Features: The pendulum board consists of almost all you need for divination, suitable for beginners interested in witchcraft. This round star pendulum board kit is designed to help you make decisions, seek inner answers, and entertain yourselves. The light brwn divination board allows you to have a pleasant game, explore destiny, and decorate your home and office. Specifications: Size: 6 inches in diameter Colour: as shown in the pictures Material: acrylic Package includes: 1 X star pendulum board 1 X Black Tourmaline dowsing pendulum	0710FOKSIM5	349		2025-07-10 12:46:58 IST	1		11			B0FH6M6CK2		AMAZON_IN	313.0														Template		A_GEN_STANDARD	Active	314.0	418.0								699.0
BG-6IN-7-STAR-BOARD+CLR-QTZ-PND	B0FH6PXD5R	BRONGS Dowsing Board with Clear Quartz Pendulum | 6 Inch | Dowsing Board | Metaphysical Message Board | Acrylic Divination Board | Spirit Board | Witch Board |	Features: The pendulum board consists of almost all you need for divination, suitable for beginners interested in witchcraft. This round star pendulum board kit is designed to help you make decisions, seek inner answers, and entertain yourselves. The light brwn divination board allows you to have a pleasant game, explore destiny, and decorate your home and office. Specifications: Size: 6 inches in diameter Colour: as shown in the pictures Material: acrylic Package includes: 1 X star pendulum board 1 X Clear Quartz dowsing pendulum	0415HAEZ9C3	349		2026-04-16 02:31:32 IST	1		11			B0FH6PXD5R		AMAZON_IN	313.0														Template		A_GEN_STANDARD	Active	314.0	418.0								699.0
BG-6IN-7-STAR-BOARD+RUDRKSH-PND	B0FH6LW661	BRONGS Dowsing Board (6Inch) with Rudraksh Pendulum |Dowsing Board | Metaphysical Message Board | Acrylic Divination Board | Spirit Board | Witch Board	Features: The pendulum board consists of almost all you need for divination, suitable for beginners interested in witchcraft. This round star pendulum board kit is designed to help you make decisions, seek inner answers, and entertain yourselves. The light brwn divination board allows you to have a pleasant game, explore destiny, and decorate your home and office. Specifications: Size: 6 inches in diameter Colour: as shown in the pictures Material: acrylic Package includes: 1 X star pendulum board 1 X Rudraksh dowsing pendulum	0415HAAENRY	349	10	2026-04-16 00:45:59 IST	1		11			B0FH6LW661	0	DEFAULT	313.0														Template		A_GEN_STANDARD	Active	314.0	418.0								699.0
BG-6IN-ALUMINIUM-HELIX-SET-1	B0FP51B59K	BRONGS Aluminium Helix | 6 Inch |Energy Booster Vastu Remedy| Vastu Helix Remedy for Zone Correction Pack of 1	Crafted from high-quality aluminium, this helix is durable, rust-resistant, and effective in neutralizing negative energies. It is widely used to rectify architectural flaws such as missing corners, extended areas, or imbalanced energy fields. Simply place the helix on floor as per Vastu guidelines for optimal results.The Vastu Aluminium Helix is a powerful tool for correcting Vastu defects and balancing energy in your home and office.	0829FXQ0S24	499	50	2025-08-29 13:13:31 IST	1		11			B0FP51B59K	0	DEFAULT	497.0														Template		A_GEN_REDUCED	Active	359.0	539.0								999.0
BG-6IN-ALUMINIUM-HELIX-SET-3	B0FP4ZBZP7	BRONGS Aluminium Helix | 6 Inch |Energy Booster Vastu Remedy| Vastu Helix Remedy for Zone Correction Pack of 3	Crafted from high-quality aluminium, this helix is durable, rust-resistant, and effective in neutralizing negative energies. It is widely used to rectify architectural flaws such as missing corners, extended areas, or imbalanced energy fields. Simply place the helix on floor as per Vastu guidelines for optimal results.The Vastu Aluminium Helix is a powerful tool for correcting Vastu defects and balancing energy in your home and office.	0829FX5HK2S	999	48	2025-08-29 13:13:23 IST	1		11			B0FP4ZBZP7	0	DEFAULT	997.0														Template		A_GEN_REDUCED	Active	679.0	1019.0								1299.0
BG-6IN-BLACK-BOARD+BLACK-PND	B0FH6LBMNZ	BRONGS Dowsing Board (6Inch) with Black Toumaline Pendulum |Dowsing Board | Metaphysical Message Board | Acrylic Divination Board | Spirit Board | Witch Board	Features: The pendulum board consists of almost all you need for divination, suitable for beginners interested in witchcraft. This round star pendulum board kit is designed to help you make decisions, seek inner answers, and entertain yourselves. The light brwn divination board allows you to have a pleasant game, explore destiny, and decorate your home and office. Specifications: Size: 6 inches in diameter Colour: as shown in the pictures Material: acrylic Package includes: 1 X star pendulum board 1 X Black Tourmaline dowsing pendulum	0710FOD69A4	349	10	2025-07-10 12:46:57 IST	1		11			B0FH6LBMNZ	0	DEFAULT	313.0														Template		A_GEN_STANDARD	Active	314.0	418.0								699.0
BG-6IN-BLACK-BOARD+CLR-QTZ-PND	B0FH6P8KBC	BRONGS Dowsing Board (6Inch) with Clear Quartz Pendulum |Dowsing Board | Metaphysical Message Board | Acrylic Divination Board | Spirit Board | Witch Board	Features: The pendulum board consists of almost all you need for divination, suitable for beginners interested in witchcraft. This round star pendulum board kit is designed to help you make decisions, seek inner answers, and entertain yourselves. The light brwn divination board allows you to have a pleasant game, explore destiny, and decorate your home and office. Specifications: Size: 6 inches in diameter Colour: as shown in the pictures Material: acrylic Package includes: 1 X star pendulum board 1 X Clear Quartz dowsing pendulum	0415HA0PCEM	349	50	2026-04-16 00:42:31 IST	1		11			B0FH6P8KBC	0	DEFAULT	313.0														Template		A_GEN_STANDARD	Active	314.0	418.0								699.0
BG-6IN-BLACK-BOARD+RUDRKSH-PND	B0FH6JWZMJ	BRONGS Dowsing Board (6Inch) with Rudraksh Pendulum |Dowsing Board | Metaphysical Message Board | Acrylic Divination Board | Spirit Board | Witch Board	Features: The pendulum board consists of almost all you need for divination, suitable for beginners interested in witchcraft. This round star pendulum board kit is designed to help you make decisions, seek inner answers, and entertain yourselves. The light brwn divination board allows you to have a pleasant game, explore destiny, and decorate your home and office. Specifications: Size: 6 inches in diameter Colour: as shown in the pictures Material: acrylic Package includes: 1 X star pendulum board 1 X Rudraksh dowsing pendulum	0710FOAXJU1	349	10	2025-07-10 13:13:16 IST	1		11			B0FH6JWZMJ	0	DEFAULT	313.0														Template		A_GEN_STANDARD	Active	314.0	418.0								699.0
BG-6IN-BRASS-HII-HELIX-SET-1	B0FP53QYM9	BRONGS Brass Hii Helix | 6 Inch |Energy Booster Vastu Remedy| Vastu Helix Remedy for Zone Correction |Zonal Placement - NW | Pack of 1	This is one of the superb remedies for defects like missing or extended northwest corner, the wrong entrance at the northwest, water body at the northwest, etc. If your main door is at the northwest corner (north side) corner, simply fix this helix above the main door to balance the energy. In the case of ready structure, it can be hanged or nailed or placed on the floor Any other defect related to northwest can be corrected with the installation of 3 or in multiple Brass Helix at affected location It can be concealed in the floor or ceiling.	0829FXO7WBY	649	10	2025-08-29 13:13:26 IST	1		11			B0FP53QYM9	0	DEFAULT	647.0														Template		A_GEN_REDUCED	Active	595.0	899.0								999.0
BG-6IN-BRASS-HII-HELIX-SET-3	B0FP53K6V9	BRONGS Brass Hii Helix | 6 Inch |Energy Booster Vastu Remedy| Vastu Helix Remedy for Zone Correction |Zonal Placement - NW | Pack of 3	This is one of the superb remedies for defects like missing or extended northwest corner, the wrong entrance at the northwest, water body at the northwest, etc. If your main door is at the northwest corner (north side) corner, simply fix this helix above the main door to balance the energy. In the case of ready structure, it can be hanged or nailed or placed on the floor Any other defect related to northwest can be corrected with the installation of 3 or in multiple Brass Helix at affected location It can be concealed in the floor or ceiling.	0829FXO6Q8Z	2099	5	2025-08-29 13:13:22 IST	1		11			B0FP53K6V9	0	DEFAULT	1797.0														Template		A_GEN_REDUCED	Active	1889.0	2308.0								2599.0
BG-6IN-BRASS-PLAIN-HELIX-SET-1	B0FP4ZZXY2	BRONGS Brass Plain Helix | 6 Inch |Energy Booster Vastu Remedy| Vastu Helix Remedy for Zone Correction |Zonal Placement - NW | Pack of 1	This is one of the superb remedies for defects like missing or extended northwest corner, the wrong entrance at the northwest, water body at the northwest, etc. If your main door is at the northwest corner (north side) corner, simply fix this helix above the main door to balance the energy. In the case of ready structure, it can be hanged or nailed or placed on the floor Any other defect related to northwest can be corrected with the installation of 3 or in multiple Brass Helix at affected location It can be concealed in the floor or ceiling.	0829FXEQWU3	649	10	2025-08-29 13:13:27 IST	1		11			B0FP4ZZXY2	0	DEFAULT	647.0														Template		A_GEN_REDUCED	Active	595.0	899.0								999.0
BG-6IN-BRASS-PLAIN-HELIX-SET-3	B0FP54ZS5R	BRONGS Brass Plain Helix | 6 Inch |Energy Booster Vastu Remedy| Vastu Helix Remedy for Zone Correction |Zonal Placement - NW | Pack of 3	This is one of the superb remedies for defects like missing or extended northwest corner, the wrong entrance at the northwest, water body at the northwest, etc. If your main door is at the northwest corner (north side) corner, simply fix this helix above the main door to balance the energy. In the case of ready structure, it can be hanged or nailed or placed on the floor Any other defect related to northwest can be corrected with the installation of 3 or in multiple Brass Helix at affected location It can be concealed in the floor or ceiling.	0829FXQQGOS	2099	5	2025-08-29 13:13:21 IST	1		11			B0FP54ZS5R	0	DEFAULT	1797.0														Template		A_GEN_REDUCED	Active	1889.0	2308.0								2599.0
BG-6IN-BRASS-SHREE-HELIX-SET-1	B0FP516YFY	BRONGS Brass Shree Helix | 6 Inch |Energy Booster Vastu Remedy| Vastu Helix Remedy for Zone Correction |Zonal Placement - NW | Pack of 1	This is one of the superb remedies for defects like missing or extended northwest corner, the wrong entrance at the northwest, water body at the northwest, etc. If your main door is at the northwest corner (north side) corner, simply fix this helix above the main door to balance the energy. In the case of ready structure, it can be hanged or nailed or placed on the floor Any other defect related to northwest can be corrected with the installation of 3 or in multiple Brass Helix at affected location It can be concealed in the floor or ceiling.	0829FXQ7AAY	649	10	2025-08-29 13:13:27 IST	1		11			B0FP516YFY	0	DEFAULT	647.0														Template		A_GEN_REDUCED	Active	596.0	899.0								999.0
BG-6IN-BRASS-SHREE-HELIX-SET-3	B0FP511VDG	BRONGS Brass Shree Helix | 6 Inch |Energy Booster Vastu Remedy| Vastu Helix Remedy for Zone Correction |Zonal Placement - NW | Pack of 3	This is one of the superb remedies for defects like missing or extended northwest corner, the wrong entrance at the northwest, water body at the northwest, etc. If your main door is at the northwest corner (north side) corner, simply fix this helix above the main door to balance the energy. In the case of ready structure, it can be hanged or nailed or placed on the floor Any other defect related to northwest can be corrected with the installation of 3 or in multiple Brass Helix at affected location It can be concealed in the floor or ceiling.	0829FX1C4PM	2099	50	2025-08-29 13:13:22 IST	1		11			B0FP511VDG	0	DEFAULT	1797.0														Template		A_GEN_REDUCED	Active	1880.0	2308.0								2599.0
BG-6IN-CHAND-ZINC-HELIX-SET-1	B0FP4ZS2XB	BRONGS Zinc Chand Helix | 6 Inch |Energy Booster Vastu Remedy| Vastu Helix Remedy for Zone Correction |Zonal Placement - NE | Pack of 1	North-East direction is a zone of tranquility specially marked for the meditation, prayer or study area. In the language of the common man, it is a good corner. This is the most auspicious direction according to Vastu Shastra & hence maintaining the purity of this direction is most important. The energy of spirituality or spiritual growth is connected to the north-east area.	0829FXEM4CD	489	49	2025-08-29 13:13:32 IST	1		11			B0FP4ZS2XB	0	DEFAULT	487.0														Template		A_GEN_SUPERREDUCED	Active	399.0	599.0								999.0
BG-6IN-CHAND-ZINC-HELIX-SET-3	B0FP51YC1C	BRONGS Zinc Chand Helix | 6 Inch |Energy Booster Vastu Remedy| Vastu Helix Remedy for Zone Correction |Zonal Placement - NE | Pack of 3	North-East direction is a zone of tranquility specially marked for the meditation, prayer or study area. In the language of the common man, it is a good corner. This is the most auspicious direction according to Vastu Shastra & hence maintaining the purity of this direction is most important. The energy of spirituality or spiritual growth is connected to the north-east area.	0829FXTVKLF	989	50	2025-08-29 13:13:24 IST	1		11			B0FP51YC1C	0	DEFAULT	987.0														Template		A_GEN_REDUCED	Active	799.0	1199.0								1499.0
